Aadhaar Number,Name,Date of Birth,Gender,City,State,Phone Number,Email
350847000000,Zain Kala,1943-05-17,Other,Bathinda,Uttarakhand,919370000000,sharafnayantara@gmail.com
765794000000,Rati Ramaswamy,2023-07-13,Male,Buxar,Tripura,2558586434,sodhirasha@gmail.com
593764000000,Akarsh Butala,1973-07-26,Male,Siwan,Gujarat,2059019336,sarmayuvraj@gmail.com
592633000000,Nirvaan Gera,2003-03-24,Other,Chandigarh,West Bengal,5275369336,okumer@gmail.com
930965000000,Umang Chakraborty,1981-03-30,Other,New Delhi,Punjab,911504000000,qbatta@virk-barman.com
717493000000,Indrans Lal,2011-11-16,Male,Mangalore,Assam,913307000000,samarthraju@gmail.com
162133000000,Sahil Mander,2009-12-26,Male,Ratlam,Manipur,4200202802,yashvimane@hotmail.com
73278872929,Madhup Dube,2008-12-25,Other,Shimla,Himachal Pradesh,8145869401,nirvi24@golla-malhotra.net
981485000000,Azad Bhakta,1985-11-10,Male,Guna,Chhattisgarh,8212617615,dishani79@gmail.com
419420000000,Raghav Comar,2000-03-18,Other,Belgaum,Himachal Pradesh,973329630,sahnialisha@gmail.com
589729000000,Azad Khare,1980-09-15,Male,Sirsa,Manipur,915569000000,jbhatia@amble.com
422449000000,Divyansh Seshadri,1962-05-20,Other,Shimla,Telangana,917647000000,mehultaneja@amble.info
813644000000,Manjari Kale,1955-12-11,Female,Muzaffarpur,Tripura,3094778719,wagleadah@hotmail.com
310828000000,Fateh Vasa,1945-07-26,Other,Visakhapatnam,Rajasthan,7757816308,aayush57@hotmail.com
398023000000,Shamik Dugar,1942-01-19,Male,Katihar,Mizoram,5589944946,uchander@chaudry.biz
148352000000,Emir Chada,1929-10-05,Other,Hospet,Uttarakhand,4651456591,divit29@gera.org
789914000000,Manikya Dave,2012-02-11,Female,Pallavaram,Uttarakhand,919719000000,ltripathi@yahoo.com
631589000000,Bhavin Agate,2013-01-05,Male,Jaunpur,Maharashtra,919853000000,sankarnayantara@hotmail.com
88788958984,Tarini Sarraf,1962-12-28,Female,Tiruvottiyur,Madhya Pradesh,917024000000,jhazain@hotmail.com
921727000000,Ryan Grover,1946-11-20,Male,Sri Ganganagar,Rajasthan,7888899038,devanshguha@yahoo.com
44017476609,Raunak Sinha,1958-01-21,Male,Chittoor,West Bengal,915201000000,samarth44@bhavsar-kari.com
471093000000,Anvi Dugar,1968-03-30,Male,Bathinda,Uttar Pradesh,3790107826,ela99@gmail.com
526089000000,Indranil Brahmbhatt,2018-02-05,Female,Vadodara,Mizoram,919126000000,vchaudhuri@gmail.com
407915000000,Priyansh Goyal,1961-06-28,Other,Navi Mumbai,Uttar Pradesh,917977000000,hdayal@gmail.com
433875000000,Ayesha Wali,1962-05-26,Male,Ahmedabad,Tripura,7207882577,romilamble@thaman.biz
874747000000,Elakshi Rajagopalan,1994-10-10,Other,Danapur,Kerala,919518000000,wmallick@vala-chokshi.com
159226000000,Jayesh Devan,2019-12-19,Female,Bellary,Arunachal Pradesh,8053593281,arhaankhurana@gmail.com
378531000000,Alisha Cheema,1983-09-09,Male,Hospet,Tamil Nadu,13161863,adesai@dua.org
352102000000,Eva Bhargava,1988-01-16,Male,Gaya,Chhattisgarh,917934000000,bghosh@brar.org
92574511129,Anahita Karpe,1968-09-27,Other,Bhalswa Jahangir Pur,Uttarakhand,7679868301,sairasaraf@gmail.com
73869855173,Sumer Walla,2003-04-22,Female,Anantapuram,Rajasthan,2748792908,tarini50@yahoo.com
629544000000,Kiaan Thakur,1981-03-07,Other,Navi Mumbai,Arunachal Pradesh,3184264176,iragill@hotmail.com
637858000000,Hunar Ghosh,1988-04-04,Male,Panchkula,Andhra Pradesh,7101533963,sarinojas@hotmail.com
156712000000,Adah Shukla,1946-05-07,Male,Shahjahanpur,Telangana,913309000000,fbajaj@yahoo.com
965700000000,Raghav Dani,1999-05-12,Other,Naihati,Bihar,4275560554,sara60@yahoo.com
134730000000,Misha Kaul,1994-06-24,Male,Hosur,Kerala,5725746970,hswaminathan@swamy.com
216338000000,Neysa Dutt,1964-06-08,Other,Bellary,Nagaland,919897000000,ishaan56@ramesh.com
519224000000,Hrishita Manne,1995-01-27,Female,Hospet,Uttar Pradesh,912665000000,bdugal@mane.com
856922000000,Khushi Sani,2013-09-17,Other,Alwar,Tamil Nadu,1071440681,ramadivij@comar.org
753549000000,Dhanush Wadhwa,1970-07-02,Male,Katni,Punjab,2090712992,balakrishnantara@badal.org
86382438082,Ayesha Chana,1994-07-25,Male,Rewa,Sikkim,7424127936,virkbadal@krishna.com
181300000000,Sumer Lanka,1984-08-12,Other,Ahmedabad,Nagaland,1314726148,anika47@hotmail.com
923652000000,Miraan Batra,1977-06-21,Male,Raichur,Assam,917594000000,dchandran@grewal.com
622767000000,Vaibhav Bail,2014-01-17,Other,Serampore,Sikkim,2700612379,divij81@yahoo.com
230068000000,Ishita Sangha,1959-04-19,Female,Thiruvananthapuram,Kerala,3383375929,mbatra@gmail.com
620566000000,Hunar Ghose,1955-03-22,Male,Jamnagar,Gujarat,5268717309,zoyabobal@kade.biz
797362000000,Ishita Edwin,1973-04-13,Female,Panchkula,Chhattisgarh,1160201517,qsama@yahoo.com
494057000000,Dhanuk Arora,1987-03-06,Male,Motihari,Kerala,913834000000,indransdayal@yahoo.com
130163000000,Armaan Kurian,1945-04-01,Female,Gorakhpur,Gujarat,916593000000,stuvan21@ramachandran-bains.org
906448000000,Yasmin Sami,1993-11-11,Male,Malda,Sikkim,5677836786,tluthra@soni.net
232611000000,Nishith Bansal,1992-10-05,Female,Sagar,Rajasthan,1079718439,dasstiya@shukla-bath.com
245794000000,Romil Krish,1960-12-14,Male,Bhavnagar,Kerala,9813510188,zainabains@seshadri.com
28605085710,Lakshay Goyal,1986-05-10,Female,Ballia,Chhattisgarh,5410586792,krishdhar@viswanathan.com
457808000000,Zeeshan Kibe,1951-05-14,Female,Coimbatore,Arunachal Pradesh,3980374750,samar78@raman.com
459586000000,Vritika Kala,2022-11-09,Female,Orai,Haryana,919632000000,shankarsamiha@yahoo.com
457823000000,Divyansh Saini,1949-11-28,Female,Raebareli,Rajasthan,803693924,yasmin61@hotmail.com
137861000000,Aaina Dugar,2022-07-10,Male,Bathinda,Bihar,912098000000,advikakoshy@hotmail.com
457505000000,Jhanvi Chaudhuri,2003-01-20,Female,Motihari,Bihar,8213998232,rati72@gmail.com
739246000000,Eshani Vyas,1990-12-27,Male,Vijayanagaram,Madhya Pradesh,910762000000,ishaangoswami@kari-shankar.com
491410000000,Pari Arora,2006-05-08,Male,Chittoor,Mizoram,919289000000,nirvi73@vig-saini.biz
835240000000,Hansh Aurora,2017-10-14,Other,Vasai-Virar,Mizoram,6731626351,ahluwaliataimur@bhandari.info
812374000000,Lagan Ram,1937-06-09,Female,Mysore,Assam,915798000000,duttpari@gmail.com
417745000000,Dhanush Chad,1994-05-02,Male,Udupi,Andhra Pradesh,918758000000,siyasinha@dhar-kurian.info
445214000000,Nirvi Shan,1941-12-26,Male,Bhatpara,Madhya Pradesh,3982479103,ryanbava@gmail.com
986027000000,Aarush Kadakia,2001-02-19,Other,Udupi,Kerala,7940310720,inaaya-24@yahoo.com
371366000000,Pranay Sawhney,2023-02-09,Male,Chandrapur,Manipur,917647000000,ydhawan@deshmukh-chhabra.info
590840000000,Shlok Sehgal,1962-01-10,Other,Morena,Rajasthan,5636780111,malldivit@upadhyay-rau.com
259051000000,Vedika Chahal,1949-03-07,Male,Gorakhpur,Andhra Pradesh,9380952720,krish48@yahoo.com
839078000000,Vardaniya Chand,2009-10-06,Male,Bhagalpur,Goa,913154000000,psem@krishnamurthy.com
331592000000,Ishita Kulkarni,1989-09-01,Other,Khammam,Assam,6578919729,maharajritvik@yahoo.com
505501000000,Siya Bail,1981-01-20,Female,Bokaro,Goa,1098046498,bshanker@yahoo.com
385376000000,Emir Shanker,2006-09-24,Other,Junagadh,Punjab,1663000721,taimur16@chand.net
953715000000,Elakshi Thakur,1992-01-10,Female,Bongaigaon,Bihar,9980871788,kaulivana@bora.com
473807000000,Lagan Hari,1984-01-09,Male,Anantapur,Odisha,8948412675,srana@hotmail.com
54414263871,Mahika Borde,2013-10-16,Female,Chandigarh,Uttarakhand,665481544,mishtishroff@hotmail.com
197079000000,Anahi Talwar,1932-10-11,Other,Medininagar,Himachal Pradesh,919049000000,diyashah@sule.info
560483000000,Rasha Gade,1938-04-26,Male,Morbi,Bihar,4212843118,aarnatata@walia.info
137692000000,Rati Devi,1945-12-17,Other,Chennai,Goa,3370338238,lagan58@karan.com
16917916457,Miraan Sharaf,1928-05-03,Male,Proddatur,Maharashtra,913490000000,rastogirania@bal.biz
210870000000,Yuvaan Sandal,1926-12-25,Female,Sirsa,Chhattisgarh,5002472810,seshadriindrans@wadhwa-raju.com
5787144067,Aayush Dara,1933-07-01,Female,Bokaro,Haryana,5770481927,aradhya25@hotmail.com
17068522766,Riaan Gade,2014-10-04,Female,Karawal Nagar,Nagaland,913790000000,nbiswas@lal-din.org
320299000000,Mahika Sehgal,1972-04-28,Other,Visakhapatnam,Haryana,4603197115,vdhillon@gmail.com
408769000000,Myra Sahni,1925-10-29,Other,Mira-Bhayandar,Bihar,790091412,azad52@varma.com
919418000000,Aaryahi Sunder,1971-03-31,Female,Medininagar,Himachal Pradesh,917941000000,mwarrior@hotmail.com
479857000000,Lavanya Dugar,1993-07-30,Female,Durg,Karnataka,4084627940,sekhonadira@hotmail.com
275830000000,Anvi Venkataraman,2009-02-15,Other,Suryapet,Bihar,910963000000,shettyzara@golla.biz
46801529648,Ira Dhingra,2002-06-28,Female,Bhavnagar,Uttarakhand,2304585300,gsavant@sachar-aggarwal.com
492854000000,Hunar Soman,1940-05-15,Other,Aizawl,Bihar,913819000000,jiya51@hotmail.com
478230000000,Kavya Balasubramanian,1974-12-21,Male,Karnal,Meghalaya,5171892052,kuruvillamisha@balan-varkey.biz
763600000000,Oorja Rana,1960-07-01,Female,Lucknow,Jharkhand,3000414427,qvarughese@yahoo.com
164094000000,Alia Soman,1931-12-04,Male,Thiruvananthapuram,Chhattisgarh,917712000000,bhavin02@yahoo.com
421009000000,Lakshit Mandal,1928-09-29,Other,Chapra,Uttarakhand,7696250508,pgandhi@dalal.com
551004000000,Damini Bumb,2001-06-05,Male,Chennai,Manipur,3265825144,anahi44@mahajan-ganesan.com
698238000000,Saira Rajan,1943-11-03,Male,Jamshedpur,Telangana,9521778772,sairasekhon@chacko-ravel.biz
735496000000,Divit Mammen,1956-11-01,Other,Kanpur,Madhya Pradesh,729642634,sarkarumang@dave-chaudry.com
265567000000,Hazel Gopal,1969-04-02,Male,Secunderabad,Sikkim,132572262,ishitavarkey@gmail.com
740079000000,Siya Lanka,2005-12-14,Male,Berhampore,Nagaland,2325989148,varughesefarhan@hotmail.com
80407524788,Taran Sankar,2006-04-04,Other,Chinsurah,Meghalaya,912718000000,dhruvmander@yahoo.com
238755000000,Ritvik Iyer,1960-08-09,Female,Danapur,Karnataka,7096371199,hridaan35@gmail.com
446544000000,Anahi Soman,1929-10-07,Male,Kharagpur,Karnataka,914581000000,sethtanya@balakrishnan.com
58306126353,Rania Tank,1999-05-31,Other,Rampur,Arunachal Pradesh,913095000000,aarushkibe@dar.com
930612000000,Ritvik Vala,2020-04-02,Other,Moradabad,Himachal Pradesh,7728880383,ysama@sur-thaman.com
39482854293,Aarush Gupta,1993-07-25,Other,Panihati,Assam,2297746764,aaina65@bansal.info
686560000000,Prerak Brar,1979-10-20,Female,Panihati,Tamil Nadu,6946602982,ojaskota@barad-mallick.org
421592000000,Aarna Wali,1938-07-15,Male,Chinsurah,Nagaland,1052218815,gadebaiju@sarkar-singh.info
52542923844,Pihu Dhillon,1944-12-29,Male,Ulhasnagar,Meghalaya,1212433892,devicharvi@yahoo.com
286434000000,Ayesha Kapoor,1947-04-07,Female,Ahmedabad,Goa,659503402,neelofar96@yahoo.com
6981923342,Shamik Dyal,1936-01-28,Other,Patna,Assam,1518931669,gloyal@yahoo.com
788267000000,Taran Chakraborty,2018-06-08,Other,Indore,Karnataka,9144337124,kadeela@hotmail.com
995491000000,Jhanvi Dani,1934-08-03,Female,Coimbatore,Himachal Pradesh,7438818183,elakshitripathi@yahoo.com
210196000000,Seher Bumb,2001-01-13,Other,Machilipatnam,Rajasthan,5479899192,chandtaimur@hotmail.com
392159000000,Samiha Chand,2021-04-11,Male,Jabalpur,West Bengal,1964735002,battariaan@de-trivedi.net
33223558821,Arhaan Ghose,1985-04-25,Male,Aurangabad,Himachal Pradesh,918776000000,jrana@gmail.com
545322000000,Dhanuk Ahuja,1970-07-31,Other,Amravati,Sikkim,915517000000,divyanshray@kala.com
355866000000,Shanaya Mani,1942-01-08,Male,Dewas,Tamil Nadu,7192524683,aaryahi71@yahoo.com
741867000000,Hunar Reddy,1997-05-12,Other,Tadepalligudem,Uttarakhand,5504076448,divij25@yahoo.com
140720000000,Charvi Bahri,1965-09-24,Other,Nandyal,Kerala,2195627038,evadua@barad.com
292049000000,Nirvaan Dara,1940-11-23,Female,Bihar Sharif,Mizoram,7882446063,paribehl@yahoo.com
647350000000,Chirag Shah,1951-07-28,Male,Parbhani,Uttarakhand,914963000000,shayakarora@bhagat.com
589606000000,Sumer Lala,1991-09-25,Female,Dharmavaram,Karnataka,3992485625,kaira66@hotmail.com
649940000000,Aradhya Aurora,1947-04-18,Male,Sagar,Bihar,4250400328,bhardwajsaksham@thakkar-bumb.com
780153000000,Yuvraj  Vora,2009-07-14,Female,Raiganj,Tamil Nadu,3499617089,gokul55@tata-halder.com
998624000000,Adira Dugal,2010-07-09,Other,Ajmer,Himachal Pradesh,916437000000,ramakrishnanhiran@mall.com
838542000000,Kanav Kant,1961-06-05,Other,Panchkula,Nagaland,919784000000,issacjayan@randhawa.com
556539000000,Miraya Sandhu,1939-10-31,Other,Ranchi,Meghalaya,2830576890,mamooty01@seth.com
286952000000,Advika Bal,1936-07-30,Other,Raebareli,Kerala,919604000000,boradrishya@gmail.com
930854000000,Sahil Ghosh,1992-08-21,Female,Purnia,Arunachal Pradesh,4273695690,rashamaharaj@kothari.com
764390000000,Parinaaz Venkataraman,1936-04-03,Female,Navi Mumbai,Uttarakhand,5883837979,madhav40@yahoo.com
453674000000,Anay Manne,1981-05-22,Male,Thanjavur,Tripura,1660159125,zaina42@hotmail.com
649462000000,Vivaan Atwal,1971-10-18,Male,Dhule,Madhya Pradesh,3553149459,ramakrishnanromil@yahoo.com
580292000000,Divit Date,1958-12-03,Female,Haldia,West Bengal,9180053908,sandra@shroff-bawa.com
82725474576,Khushi Yohannan,1975-06-21,Female,Jorhat,Chhattisgarh,7570090018,schatterjee@issac.com
732901000000,Anvi Sandhu,2023-06-01,Male,Hubli–Dharwad,Arunachal Pradesh,8967547624,aayushdasgupta@ganesh.com
31665957995,Himmat Batta,2011-05-22,Male,Ludhiana,Himachal Pradesh,4107083260,guhainaaya@sidhu.com
604991000000,Ivana Srinivasan,1945-12-07,Other,Mumbai,Karnataka,1767066930,sakshamlall@gmail.com
70969220360,Kashvi Dutta,1977-01-25,Female,Munger,Kerala,3460740287,othakur@sawhney-char.info
933398000000,Samiha Das,1993-08-17,Male,Proddatur,Karnataka,8300375471,xkamdar@mand.com
183579000000,Anya Rastogi,2020-02-27,Other,Ozhukarai,Kerala,9204875500,gourshamik@yahoo.com
572400000000,Divit Dutt,1988-08-06,Male,Vadodara,Sikkim,910985000000,gokulborde@yahoo.com
495389000000,Nehmat Kapoor,1967-09-15,Female,Uluberia,Tripura,916936000000,dattasumer@tak.org
807987000000,Piya Sharaf,1989-01-04,Other,Firozabad,Meghalaya,2352776076,dugarahana@gara.com
792913000000,Seher Kalita,1966-08-01,Female,Kolhapur,Tamil Nadu,3171655082,ishitabahri@vyas.com
595583000000,Saira Som,1940-08-19,Other,Bokaro,Punjab,914787000000,saira68@yahoo.com
974758000000,Keya Warrior,1990-05-16,Other,Korba,Chhattisgarh,7026658107,cheemaira@gmail.com
868882000000,Nakul Anne,1952-02-11,Male,Jamshedpur,Andhra Pradesh,8442050282,psridhar@hotmail.com
890312000000,Shamik Biswas,1970-10-16,Female,Bahraich,Mizoram,7669470179,qbatta@sarkar.com
602356000000,Ira Boase,1955-08-27,Other,Jehanabad,Tamil Nadu,3241762073,varkeyuthkarsh@anne.info
103813000000,Biju Swaminathan,1941-04-11,Male,Moradabad,Uttar Pradesh,9293702712,rashasani@sundaram.com
480651000000,Madhav Chaudry,1999-10-17,Other,Agartala,Telangana,4113638286,mohanlalborde@ravi.com
780187000000,Adira Comar,1947-08-26,Other,Rajpur Sonarpur,West Bengal,8902950318,jhaveriira@lalla.com
395959000000,Prerak Roy,2004-01-11,Other,Bidar,West Bengal,3248052242,ilalla@tella.com
320552000000,Shlok Goda,2016-04-24,Male,Madurai,Odisha,3165836911,sumer13@guha.com
527952000000,Adira Barad,2004-12-28,Other,Gulbarga,Himachal Pradesh,916574000000,gatikroy@rajagopalan-kapoor.info
913328000000,Saira Walla,1979-08-11,Female,Gorakhpur,Assam,9629625267,elanka@yahoo.com
240152000000,Nehmat Sethi,2019-11-23,Male,Pondicherry,Haryana,914574000000,veerlala@gmail.com
625670000000,Taimur Dutt,1980-04-26,Male,Bhavnagar,Mizoram,9233478931,nitara90@hotmail.com
78864740192,Navya Khanna,1967-12-02,Female,Visakhapatnam,Arunachal Pradesh,9369626138,lakshitkalita@rege.net
756007000000,Adira Bala,1932-12-06,Male,Gudivada,Punjab,7291977298,kchahal@gmail.com
553793000000,Emir Borde,1975-07-26,Other,Guntakal,Nagaland,911657000000,aayushuppal@hotmail.com
238620000000,Hrishita Malhotra,1980-10-13,Other,Barasat,Andhra Pradesh,914316000000,bavaonkar@dhar.com
46758589845,Amira Kulkarni,1969-07-31,Male,Vasai-Virar,Punjab,66252544,lallaakarsh@yahoo.com
90437573522,Sumer Kalita,1994-02-26,Other,Pallavaram,Mizoram,7460996567,omannan@hotmail.com
200183000000,Mamooty Dar,1928-10-11,Male,Karnal,Telangana,911429000000,bansalbhavin@borah.com
470403000000,Emir Sem,1945-05-05,Other,Kurnool,Mizoram,917108000000,rhea72@hotmail.com
303805000000,Mehul Gour,1985-05-19,Male,Fatehpur,Mizoram,917382000000,hvirk@sawhney.com
321295000000,Mannat Lalla,1994-09-07,Male,Madanapalle,Chhattisgarh,8390400267,emirchaudhry@gmail.com
182208000000,Tiya Kala,1923-08-11,Male,Vijayawada,Uttar Pradesh,4989891148,manjaridin@amble-lad.com
453145000000,Vidur Mane,2014-09-11,Other,Barasat,Chhattisgarh,917453000000,deopihu@yadav.com
551331000000,Vardaniya Thaman,1986-03-02,Other,Jehanabad,Haryana,2054836008,davetaimur@hotmail.com
96925568069,Ritvik Dubey,1934-02-03,Other,Machilipatnam,Telangana,4664739791,ivanbarad@manda.net
145566000000,Alisha Mall,1951-11-29,Female,Warangal,Manipur,4082848605,jray@gmail.com
41000487995,Aarav Wali,1941-06-23,Female,Kadapa,Nagaland,9067058845,krishbhardwaj@ganguly.com
205032000000,Uthkarsh Kumer,2014-05-24,Other,Panipat,Punjab,916705000000,pbassi@yahoo.com
781205000000,Misha Sahota,1942-06-30,Female,Hajipur,Karnataka,919113000000,borahdarshit@hotmail.com
840441000000,Baiju Buch,1934-03-23,Female,Chinsurah,Assam,4698656340,dattapriyansh@yahoo.com
728998000000,Indrajit Divan,1981-01-20,Female,Guntur,Madhya Pradesh,2370188272,jayandyal@hotmail.com
693187000000,Suhana Ramesh,1971-01-01,Female,Kolhapur,Meghalaya,7524252063,uchandran@yahoo.com
452771000000,Vardaniya Mann,2008-12-29,Other,Hospet,Telangana,8862947143,farhan89@madan.com
453434000000,Yakshit Ranganathan,1993-10-31,Female,Mysore,Assam,591134777,somkhushi@sidhu-loyal.org
214970000000,Nitya Chaudhuri,1940-10-20,Other,Nanded,Nagaland,8201749427,romilmahajan@yahoo.com
340663000000,Aradhya Kalita,1945-01-10,Male,Nangloi Jat,Telangana,910539000000,dasshray@hotmail.com
34886567255,Ayesha Sundaram,1989-11-21,Other,Bongaigaon,Kerala,910452000000,qben@bali.com
200568000000,Vanya Rout,1947-08-05,Other,Khammam,Mizoram,917327000000,rayyuvaan@konda-garg.net
248833000000,Saksham Lad,1944-09-20,Female,Chennai,Odisha,2367568606,pari17@sridhar-shetty.org
849108000000,Hunar Balay,1997-05-02,Male,Firozabad,Odisha,918711000000,lakshay63@gmail.com
897244000000,Biju Rattan,1951-02-19,Other,Indore,Andhra Pradesh,917494000000,khannavardaniya@gmail.com
403248000000,Vidur Vig,1977-05-06,Male,New Delhi,Gujarat,915980000000,ojasvarkey@gmail.com
817485000000,Jayesh Andra,1923-11-03,Male,Silchar,Uttar Pradesh,4538004853,neysaborra@hotmail.com
111541000000,Amira Buch,1956-11-10,Male,Jalgaon,Uttar Pradesh,910365000000,smani@master.com
95748435720,Chirag Balakrishnan,1938-08-25,Male,Tiruppur,Bihar,2761215718,mehulmagar@mandal.com
53416454891,Shaan Kala,1981-12-18,Other,Allahabad,Rajasthan,9419510344,sethamani@gmail.com
151119000000,Urvi Bhatti,2007-04-06,Male,Ranchi,Haryana,912545000000,rajagopalhansh@gmail.com
173431000000,Nitara Shukla,1941-09-28,Other,Machilipatnam,Arunachal Pradesh,1134177614,hmann@sami.com
287808000000,Hunar Balasubramanian,2015-08-29,Female,Nellore,Karnataka,9999088268,fmall@aggarwal-swaminathan.com
738580000000,Anaya Kumar,1974-03-02,Other,Tirupati,Karnataka,4189441121,armaanjayaraman@ahluwalia.com
627200000000,Anahi Chander,1949-02-27,Female,Ongole,Chhattisgarh,7064141926,kverma@tandon.com
667204000000,Jayesh Raja,1969-07-27,Female,Akola,Tamil Nadu,916601000000,ogala@yahoo.com
631327000000,Ahana  Dewan,1994-05-11,Female,Indore,Uttar Pradesh,913216000000,sarakar@kalita.com
386088000000,Shray Srinivas,1960-03-23,Female,Vijayanagaram,Nagaland,911411000000,agarwalrania@yahoo.com
751582000000,Keya Agrawal,1996-01-20,Male,Sultan Pur Majra,Haryana,3922693532,gmangal@gmail.com
654622000000,Neelofar Sabharwal,1994-01-28,Other,Arrah,Meghalaya,911220000000,vidurbhasin@yahoo.com
78768914265,Lavanya Joshi,1971-11-09,Female,Ichalkaranji,Himachal Pradesh,7521471619,balasubramanianlagan@bhattacharyya.info
973177000000,Sana Toor,2008-08-07,Other,Tirupati,Rajasthan,8182890780,kiara80@deo.net
29548878183,Jayan Kaul,1930-01-03,Other,Ballia,Assam,919904000000,heer30@hotmail.com
742830000000,Tara Baria,1983-01-27,Other,Khora ,Rajasthan,3465739325,ivanasahota@chand.com
487125000000,Pari Suresh,2006-06-06,Male,Pimpri-Chinchwad,Madhya Pradesh,917616000000,chiragbedi@hotmail.com
134947000000,Seher Tailor,2015-01-08,Male,Ramgarh,Odisha,9197360788,sakshambal@sane-vyas.com
82481863283,Kismat Mahal,1999-01-19,Male,Nagaon,Rajasthan,913983000000,riaanchawla@hotmail.com
52517143778,Khushi Rege,2020-08-27,Other,Vasai-Virar,Mizoram,914808000000,tailoryuvraj@gmail.com
114411000000,Indrans Shan,1967-10-12,Other,Saharanpur,Rajasthan,3094298236,amanihegde@yahoo.com
334937000000,Mehul Balay,1999-10-15,Female,Nandyal,Karnataka,4791757252,chakrabortynayantara@dutta.com
928225000000,Biju Sawhney,1948-07-11,Other,Gudivada,Uttar Pradesh,3452797651,jivikasoman@chacko.com
704311000000,Ritvik Warrior,1985-03-04,Other,Gandhinagar,Uttar Pradesh,914687000000,mirayagill@yahoo.com
783416000000,Jayesh Bumb,1964-01-15,Male,Hazaribagh,Nagaland,4149104184,mamootybera@yahoo.com
716191000000,Nitara Bhat,2022-07-01,Male,Morbi,Uttar Pradesh,912312000000,veer85@hotmail.com
908264000000,Aayush Ghosh,1974-10-22,Male,Madurai,West Bengal,4251866871,dlalla@gmail.com
241087000000,Piya Dutt,1928-09-22,Male,Unnao,Gujarat,9095754606,aniruddh41@gmail.com
506924000000,Ira Rout,1937-02-17,Other,Pune,Punjab,5463182520,rshukla@solanki.biz
471549000000,Ela Ramanathan,1929-11-12,Other,Shivpuri,Bihar,918511000000,divij57@gmail.com
59263868393,Yashvi Tripathi,2021-05-10,Other,Silchar,Bihar,4223283116,vkannan@gade-viswanathan.net
414016000000,Charvi Boase,1985-11-18,Female,Pudukkottai,Haryana,9003618616,surrania@hotmail.com
34564954964,Ira Raman,1998-05-16,Female,Hindupur,Madhya Pradesh,913921000000,rseshadri@sathe-choudhry.com
579080000000,Madhav Basu,2021-03-12,Male,Kalyan-Dombivli,Bihar,913515000000,rkonda@uppal.com
149042000000,Yakshit Sankar,1972-11-12,Other,Firozabad,Chhattisgarh,5091577668,bhattacharyyaela@raman.com
730069000000,Lavanya Sabharwal,1965-10-07,Other,Latur,Goa,914297000000,shrayvala@gmail.com
443551000000,Ishita Koshy,1944-09-12,Other,Ambarnath,Rajasthan,913775000000,prishakulkarni@dewan.com
652457000000,Divij Baria,1968-09-26,Male,Rohtak,Sikkim,2466884128,nakuldash@hotmail.com
628029000000,Trisha Chandra,1975-04-03,Male,Rewa,Mizoram,1644137142,rattashanaya@gmail.com
858194000000,Madhup Soni,1967-02-16,Other,Raurkela Industrial Township,Kerala,4356454311,imagar@yahoo.com
304887000000,Adah Doshi,1954-07-20,Male,Rewa,Gujarat,6676023129,zbhakta@mannan.com
737105000000,Shlok Goyal,1932-06-21,Male,Satna,Chhattisgarh,7613167215,toorjivin@bassi.info
623049000000,Lakshit Ravi,1980-10-29,Female,Bhubaneswar,Tamil Nadu,910710000000,pbali@hotmail.com
105598000000,Vidur Kale,2013-03-13,Other,Varanasi,Goa,2561555319,balayanika@gmail.com
799134000000,Khushi Mand,1999-02-27,Male,Gwalior,Manipur,912825000000,advikaarya@toor.com
418848000000,Priyansh Wali,1983-01-28,Other,Khammam,Andhra Pradesh,5388746426,vwali@yahoo.com
837057000000,Dhanuk Chawla,1963-07-10,Female,Tezpur,Madhya Pradesh,5175616627,goswamihrishita@krish.com
59308160404,Riya Handa,1976-06-09,Male,Amaravati,Odisha,917746000000,tushar89@khanna-bhattacharyya.net
774049000000,Faiyaz Dutt,2014-07-06,Male,Allahabad,Maharashtra,1587513139,gtella@chaudhuri-kala.info
735560000000,Vaibhav Yadav,1938-10-26,Male,Tadepalligudem,Goa,912024000000,sana24@hotmail.com
589675000000,Hiran Behl,1982-09-28,Male,Muzaffarpur,Manipur,597478273,sana97@walla-virk.com
269956000000,Shanaya Borah,1985-03-14,Other,Siliguri,Bihar,5665095714,akarshseth@yahoo.com
741728000000,Kartik Bassi,1963-08-25,Male,Gaya,Maharashtra,2928583062,qamble@kala-thaker.com
645933000000,Aarush Bala,1951-02-07,Female,Thiruvananthapuram,Haryana,919566000000,yasmin27@gmail.com
14384734129,Saksham Loyal,2007-09-26,Other,Silchar,Kerala,4156030717,sumer24@gmail.com
230934000000,Kiaan Subramanian,1938-07-12,Other,Surat,Telangana,9260905319,lakshitmand@yahoo.com
837779000000,Devansh Barman,1974-08-19,Female,Dindigul,West Bengal,910839000000,urvi63@buch.com
647319000000,Aarush Ghose,2015-07-17,Other,Kota,Maharashtra,911144000000,vaibhav96@gmail.com
668839000000,Mohanlal Vig,1958-06-15,Female,Hindupur,Arunachal Pradesh,6767576183,yakshitvenkataraman@yahoo.com
543799000000,Alia Buch,1933-09-18,Male,Ichalkaranji,Punjab,4522615241,fateh26@gmail.com
619892000000,Jiya Yadav,1989-10-31,Other,Kolhapur,Tamil Nadu,5863514335,abram89@das-randhawa.com
251695000000,Akarsh Saxena,1952-09-22,Male,Nangloi Jat,Arunachal Pradesh,6587239926,qkhatri@dugar.net
697763000000,Bhamini Sandal,1997-01-19,Other,Rohtak,Haryana,911551000000,duttanirvaan@yahoo.com
